Factura,Producto,Cantidad
I000699,Producto 5,11
I000700,Producto 1,17
I000700,Producto 2,6
I000700,Producto 3,6
I000700,Producto 4,12
I000700,Producto 5,8
I000701,Producto 1,11
I000701,Producto 2,6
I000701,Producto 3,10
I000701,Producto 4,17
I000701,Producto 5,18
I000702,Producto 1,10
I000702,Producto 2,3
I000702,Producto 3,13
I000702,Producto 4,20
I000702,Producto 5,17
I000703,Producto 1,24
I000703,Producto 2,6
I000703,Producto 3,7
I000703,Producto 4,12
I000703,Producto 5,14
I000704,Producto 1,17
I000704,Producto 2,2
I000704,Producto 3,6
I000704,Producto 4,10
I000704,Producto 5,20
I000705,Producto 1,14
I000705,Producto 2,4
I000705,Producto 3,8
I000705,Producto 4,10
I000705,Producto 5,10
I000706,Producto 1,11
I000706,Producto 2,7
I000706,Producto 3,6
I000706,Producto 4,9
I000706,Producto 5,10
I000707,Producto 1,8
I000707,Producto 2,3
I000707,Producto 3,10
I000707,Producto 4,10
I000707,Producto 5,11
I000708,Producto 1,15
I000708,Producto 2,7
I000708,Producto 3,8
I000708,Producto 4,11
I000708,Producto 5,12
I000709,Producto 1,15
I000709,Producto 2,6
I000709,Producto 3,9
I000709,Producto 4,18
I000709,Producto 5,12
I000710,Producto 1,12
I000710,Producto 2,7
I000710,Producto 3,7
I000710,Producto 4,7
I000710,Producto 5,12
I000711,Producto 1,8
I000711,Producto 2,3
I000711,Producto 3,13
I000711,Producto 4,16
I000711,Producto 5,12
I000712,Producto 1,16
I000712,Producto 2,5
I000712,Producto 3,9
I000712,Producto 4,11
I000712,Producto 5,12
I000713,Producto 1,14
I000713,Producto 2,3
I000713,Producto 3,6
I000713,Producto 4,12
I000713,Producto 5,11
I000714,Producto 1,15
I000714,Producto 2,3
I000714,Producto 3,10
I000714,Producto 4,11
I000714,Producto 5,16
I000715,Producto 1,13
I000715,Producto 2,4
I000715,Producto 3,4
I000715,Producto 4,18
I000715,Producto 5,11
I000716,Producto 1,12
I000716,Producto 2,2
I000716,Producto 3,5
I000716,Producto 4,14
I000716,Producto 5,5
I000717,Producto 1,10
I000717,Producto 2,8
I000717,Producto 3,6
I000717,Producto 4,19
I000717,Producto 5,12
I000718,Producto 1,12
I000718,Producto 2,3
I000718,Producto 3,9
I000718,Producto 4,13
I000718,Producto 5,12
I000719,Producto 1,17
I000719,Producto 2,8
I000719,Producto 3,6
I000719,Producto 4,13
I000719,Producto 5,9
I000720,Producto 1,17
I000720,Producto 2,4
I000720,Producto 3,6
I000720,Producto 4,8
I000720,Producto 5,10
I000721,Producto 1,16
I000721,Producto 2,5
I000721,Producto 3,8
I000721,Producto 4,16
I000721,Producto 5,13
I000722,Producto 1,15
I000722,Producto 2,4
I000722,Producto 3,8
I000722,Producto 4,21
I000722,Producto 5,11
I000723,Producto 1,17
I000723,Producto 2,8
I000723,Producto 3,5
I000723,Producto 4,12
I000723,Producto 5,10
I000724,Producto 1,22
I000724,Producto 2,3
I000724,Producto 3,6
I000724,Producto 4,11
I000724,Producto 5,5
I000725,Producto 1,15
I000725,Producto 2,8
I000725,Producto 3,6
I000725,Producto 4,12
I000725,Producto 5,14
I000726,Producto 1,18
I000726,Producto 2,5
I000726,Producto 3,9
I000726,Producto 4,15
I000726,Producto 5,11
I000727,Producto 1,17
I000727,Producto 2,3
I000727,Producto 3,7
I000727,Producto 4,17
I000727,Producto 5,9
I000728,Producto 1,10
I000728,Producto 2,10
I000728,Producto 3,11
I000728,Producto 4,9
I000728,Producto 5,9
I000729,Producto 1,17
I000729,Producto 2,2
I000729,Producto 3,8
I000729,Producto 4,16
I000729,Producto 5,13
I000730,Producto 1,10
I000730,Producto 2,1
I000730,Producto 3,7
I000730,Producto 4,8
I000730,Producto 5,8
I000731,Producto 1,20
I000731,Producto 2,3
I000731,Producto 3,9
I000731,Producto 4,7
I000731,Producto 5,10
I000732,Producto 1,12
I000732,Producto 2,11
I000732,Producto 3,8
I000732,Producto 4,13
I000732,Producto 5,10
I000733,Producto 1,13
I000733,Producto 2,7
I000733,Producto 3,5
I000733,Producto 4,9
I000733,Producto 5,13
I000734,Producto 1,20
I000734,Producto 2,10
I000734,Producto 3,10
I000734,Producto 4,10
I000734,Producto 5,8
I000735,Producto 1,20
I000735,Producto 2,3
I000735,Producto 3,10
I000735,Producto 4,14
I000735,Producto 5,14
I000736,Producto 1,16
I000736,Producto 2,2
I000736,Producto 3,7
I000736,Producto 4,8
I000736,Producto 5,7
I000737,Producto 1,12
I000737,Producto 2,5
I000737,Producto 3,7
I000737,Producto 4,10
I000737,Producto 5,14
I000738,Producto 1,12
I000738,Producto 2,5
I000738,Producto 3,8
I000738,Producto 4,16
I000738,Producto 5,16
I000739,Producto 1,10
I000739,Producto 2,8
I000739,Producto 3,6
I000739,Producto 4,14
I000739,Producto 5,9
I000740,Producto 1,13
I000740,Producto 2,7
I000740,Producto 3,5
I000740,Producto 4,18
I000740,Producto 5,17
I000741,Producto 1,20
I000741,Producto 2,9
I000741,Producto 3,7
I000741,Producto 4,11
I000741,Producto 5,17
I000742,Producto 1,16
I000742,Producto 2,4
I000742,Producto 3,0
I000742,Producto 4,15
I000742,Producto 5,12
I000743,Producto 1,20
I000743,Producto 2,5
I000743,Producto 3,7
I000743,Producto 4,20
I000743,Producto 5,8
I000744,Producto 1,11
I000744,Producto 2,8
I000744,Producto 3,4
I000744,Producto 4,17
I000744,Producto 5,20
I000745,Producto 1,12
I000745,Producto 2,5
I000745,Producto 3,8
I000745,Producto 4,11
I000745,Producto 5,16
I000746,Producto 1,17
I000746,Producto 2,4
I000746,Producto 3,9
I000746,Producto 4,12
I000746,Producto 5,10
I000747,Producto 1,19
I000747,Producto 2,7
I000747,Producto 3,10
I000747,Producto 4,8
I000747,Producto 5,12
I000748,Producto 1,15
I000748,Producto 2,5
I000748,Producto 3,11
I000748,Producto 4,13
I000748,Producto 5,19
I000749,Producto 1,20
I000749,Producto 2,5
I000749,Producto 3,7
I000749,Producto 4,19
I000749,Producto 5,13
I000750,Producto 1,9
I000750,Producto 2,5
I000750,Producto 3,15
I000750,Producto 4,18
I000750,Producto 5,12
I000751,Producto 1,21
I000751,Producto 2,7
I000751,Producto 3,12
I000751,Producto 4,13
I000751,Producto 5,10
I000752,Producto 1,12
I000752,Producto 2,3
I000752,Producto 3,10
I000752,Producto 4,9
I000752,Producto 5,11
I000753,Producto 1,17
I000753,Producto 2,7
I000753,Producto 3,10
I000753,Producto 4,10
I000753,Producto 5,9
I000754,Producto 1,8
I000754,Producto 2,3
I000754,Producto 3,7
I000754,Producto 4,15
I000754,Producto 5,13
I000755,Producto 1,20
I000755,Producto 2,4
I000755,Producto 3,8
I000755,Producto 4,15
I000755,Producto 5,12
I000756,Producto 1,23
I000756,Producto 2,8
I000756,Producto 3,4
I000756,Producto 4,9
I000756,Producto 5,5
I000757,Producto 1,20
I000757,Producto 2,6
I000757,Producto 3,8
I000757,Producto 4,13
I000757,Producto 5,14
I000758,Producto 1,11
I000758,Producto 2,5
I000758,Producto 3,7
I000758,Producto 4,10
I000758,Producto 5,19
I000759,Producto 1,12
I000759,Producto 2,7
I000759,Producto 3,7
I000759,Producto 4,10
I000759,Producto 5,14
I000760,Producto 1,18
I000760,Producto 2,7
I000760,Producto 3,10
I000760,Producto 4,20
I000760,Producto 5,7
I000761,Producto 1,12
I000761,Producto 2,3
I000761,Producto 3,6
I000761,Producto 4,6
I000761,Producto 5,14
I000762,Producto 1,16
I000762,Producto 2,2
I000762,Producto 3,11
I000762,Producto 4,16
I000762,Producto 5,10
I000763,Producto 1,12
I000763,Producto 2,0
I000763,Producto 3,9
I000763,Producto 4,7
I000763,Producto 5,15
I000764,Producto 1,15
I000764,Producto 2,7
I000764,Producto 3,6
I000764,Producto 4,16
I000764,Producto 5,20
I000765,Producto 1,14
I000765,Producto 2,4
I000765,Producto 3,9
I000765,Producto 4,10
I000765,Producto 5,8
I000766,Producto 1,15
I000766,Producto 2,6
I000766,Producto 3,9
I000766,Producto 4,12
I000766,Producto 5,16
I000767,Producto 1,20
I000767,Producto 2,4
I000767,Producto 3,8
I000767,Producto 4,16
I000767,Producto 5,8
I000768,Producto 1,18
I000768,Producto 2,7
I000768,Producto 3,17
I000768,Producto 4,14
I000768,Producto 5,14
I000769,Producto 1,24
I000769,Producto 2,6
I000769,Producto 3,9
I000769,Producto 4,15
I000769,Producto 5,9
I000770,Producto 1,23
I000770,Producto 2,4
I000770,Producto 3,4
I000770,Producto 4,12
I000770,Producto 5,13
I000771,Producto 1,12
I000771,Producto 2,9
I000771,Producto 3,10
I000771,Producto 4,14
I000771,Producto 5,9
I000772,Producto 1,16
I000772,Producto 2,5
I000772,Producto 3,9
I000772,Producto 4,13
I000772,Producto 5,22
I000773,Producto 1,24
I000773,Producto 2,3
I000773,Producto 3,8
I000773,Producto 4,6
I000773,Producto 5,15
I000774,Producto 1,11
I000774,Producto 2,8
I000774,Producto 3,5
I000774,Producto 4,12
I000774,Producto 5,9
I000775,Producto 1,18
I000775,Producto 2,12
I000775,Producto 3,9
I000775,Producto 4,9
I000775,Producto 5,13
I000776,Producto 1,18
I000776,Producto 2,4
I000776,Producto 3,4
I000776,Producto 4,8
I000776,Producto 5,11
I000777,Producto 1,12
I000777,Producto 2,4
I000777,Producto 3,7
I000777,Producto 4,14
I000777,Producto 5,14
I000778,Producto 1,14
I000778,Producto 2,2
I000778,Producto 3,9
I000778,Producto 4,18
I000778,Producto 5,13
I000779,Producto 1,18
I000779,Producto 2,5
I000779,Producto 3,5
I000779,Producto 4,10
I000779,Producto 5,15
I000780,Producto 1,16
I000780,Producto 2,5
I000780,Producto 3,10
I000780,Producto 4,14
I000780,Producto 5,11
I000781,Producto 1,13
I000781,Producto 2,4
I000781,Producto 3,8
I000781,Producto 4,14
I000781,Producto 5,6
I000782,Producto 1,19
I000782,Producto 2,5
I000782,Producto 3,9
I000782,Producto 4,10
I000782,Producto 5,12
I000783,Producto 1,11
I000783,Producto 2,4
I000783,Producto 3,10
I000783,Producto 4,15
I000783,Producto 5,10
I000784,Producto 1,13
I000784,Producto 2,7
I000784,Producto 3,6
I000784,Producto 4,6
I000784,Producto 5,8
I000785,Producto 1,15
I000785,Producto 2,8
I000785,Producto 3,9
I000785,Producto 4,16
I000785,Producto 5,11
I000786,Producto 1,18
I000786,Producto 2,6
I000786,Producto 3,10
I000786,Producto 4,13
I000786,Producto 5,12
I000787,Producto 1,22
I000787,Producto 2,6
I000787,Producto 3,3
I000787,Producto 4,15
I000787,Producto 5,15
I000788,Producto 1,15
I000788,Producto 2,5
I000788,Producto 3,6
I000788,Producto 4,9
I000788,Producto 5,13
I000789,Producto 1,12
I000789,Producto 2,7
I000789,Producto 3,4
I000789,Producto 4,14
I000789,Producto 5,13
I000790,Producto 1,10
I000790,Producto 2,1
I000790,Producto 3,13
I000790,Producto 4,15
I000790,Producto 5,9
I000791,Producto 1,22
I000791,Producto 2,4
I000791,Producto 3,7
I000791,Producto 4,8
I000791,Producto 5,8
I000792,Producto 1,14
I000792,Producto 2,5
I000792,Producto 3,10
I000792,Producto 4,16
I000792,Producto 5,8
I000793,Producto 1,14
I000793,Producto 2,1
I000793,Producto 3,5
I000793,Producto 4,9
I000793,Producto 5,15
I000794,Producto 1,18
I000794,Producto 2,2
I000794,Producto 3,10
I000794,Producto 4,15
I000794,Producto 5,9
I000795,Producto 1,15
I000795,Producto 2,4
I000795,Producto 3,7
I000795,Producto 4,13
I000795,Producto 5,15
I000796,Producto 1,21
I000796,Producto 2,8
I000796,Producto 3,13
I000796,Producto 4,17
I000796,Producto 5,15
I000797,Producto 1,16
I000797,Producto 2,4
I000797,Producto 3,8
I000797,Producto 4,13
I000797,Producto 5,11
I000798,Producto 1,18
I000798,Producto 2,5
I000798,Producto 3,6
I000798,Producto 4,10
I000798,Producto 5,8
I000799,Producto 1,13
I000799,Producto 2,6
I000799,Producto 3,5
I000799,Producto 4,12
I000799,Producto 5,17
I000800,Producto 1,15
I000800,Producto 2,4
I000800,Producto 3,9
I000800,Producto 4,18
I000800,Producto 5,14
I000801,Producto 1,22
I000801,Producto 2,2
I000801,Producto 3,8
I000801,Producto 4,14
I000801,Producto 5,14
I000802,Producto 1,8
I000802,Producto 2,9
I000802,Producto 3,9
I000802,Producto 4,13
I000802,Producto 5,23
I000803,Producto 1,13
I000803,Producto 2,10
I000803,Producto 3,10
I000803,Producto 4,10
I000803,Producto 5,15
I000804,Producto 1,17
I000804,Producto 2,4
I000804,Producto 3,9
I000804,Producto 4,13
I000804,Producto 5,15
I000805,Producto 1,18
I000805,Producto 2,4
I000805,Producto 3,9
I000805,Producto 4,7
I000805,Producto 5,10
I000806,Producto 1,23
I000806,Producto 2,3
I000806,Producto 3,8
I000806,Producto 4,12
I000806,Producto 5,15
I000807,Producto 1,16
I000807,Producto 2,3
I000807,Producto 3,4
I000807,Producto 4,14
I000807,Producto 5,10
I000808,Producto 1,11
I000808,Producto 2,3
I000808,Producto 3,14
I000808,Producto 4,18
I000808,Producto 5,3
I000809,Producto 1,14
I000809,Producto 2,10
I000809,Producto 3,9
I000809,Producto 4,12
I000809,Producto 5,18
I000810,Producto 1,18
I000810,Producto 2,7
I000810,Producto 3,6
I000810,Producto 4,12
I000810,Producto 5,11
I000811,Producto 1,12
I000811,Producto 2,3
I000811,Producto 3,11
I000811,Producto 4,17
I000811,Producto 5,9
I000812,Producto 1,12
I000812,Producto 2,4
I000812,Producto 3,6
I000812,Producto 4,15
I000812,Producto 5,8
I000813,Producto 1,17
I000813,Producto 2,1
I000813,Producto 3,10
I000813,Producto 4,17
I000813,Producto 5,12
I000814,Producto 1,12
I000814,Producto 2,5
I000814,Producto 3,9
I000814,Producto 4,8
I000814,Producto 5,11
I000815,Producto 1,16
I000815,Producto 2,2
I000815,Producto 3,9
I000815,Producto 4,10
I000815,Producto 5,10
I000816,Producto 1,16
I000816,Producto 2,1
I000816,Producto 3,7
I000816,Producto 4,13
I000816,Producto 5,11
I000817,Producto 1,16
I000817,Producto 2,2
I000817,Producto 3,15
I000817,Producto 4,12
I000817,Producto 5,19
I000818,Producto 1,12
I000818,Producto 2,2
I000818,Producto 3,5
I000818,Producto 4,13
I000818,Producto 5,19
I000819,Producto 1,13
I000819,Producto 2,3
I000819,Producto 3,7
I000819,Producto 4,10
I000819,Producto 5,6
I000820,Producto 1,11
I000820,Producto 2,4
I000820,Producto 3,5
I000820,Producto 4,6
I000820,Producto 5,12
I000821,Producto 1,13
I000821,Producto 2,4
I000821,Producto 3,8
I000821,Producto 4,13
I000821,Producto 5,16
I000822,Producto 1,14
I000822,Producto 2,3
I000822,Producto 3,11
I000822,Producto 4,21
I000822,Producto 5,12
I000823,Producto 1,19
I000823,Producto 2,3
I000823,Producto 3,10
I000823,Producto 4,14
I000823,Producto 5,13
I000824,Producto 1,15
I000824,Producto 2,6
I000824,Producto 3,4
I000824,Producto 4,7
I000824,Producto 5,9
I000825,Producto 1,16
I000825,Producto 2,6
I000825,Producto 3,4
I000825,Producto 4,13
I000825,Producto 5,12
I000826,Producto 1,13
I000826,Producto 2,8
I000826,Producto 3,7
I000826,Producto 4,14
I000826,Producto 5,20
I000827,Producto 1,16
I000827,Producto 2,5
I000827,Producto 3,6
I000827,Producto 4,13
I000827,Producto 5,7
I000828,Producto 1,19
I000828,Producto 2,4
I000828,Producto 3,6
I000828,Producto 4,15
I000828,Producto 5,15
I000829,Producto 1,10
I000829,Producto 2,9
I000829,Producto 3,6
I000829,Producto 4,15
I000829,Producto 5,9
I000830,Producto 1,16
I000830,Producto 2,5
I000830,Producto 3,6
I000830,Producto 4,10
I000830,Producto 5,10
I000831,Producto 1,18
I000831,Producto 2,8
I000831,Producto 3,9
I000831,Producto 4,16
I000831,Producto 5,17
I000832,Producto 1,24
I000832,Producto 2,3
I000832,Producto 3,6
I000832,Producto 4,15
I000832,Producto 5,11
I000833,Producto 1,12
I000833,Producto 2,5
I000833,Producto 3,6
I000833,Producto 4,13
I000833,Producto 5,14
I000834,Producto 1,19
I000834,Producto 2,4
I000834,Producto 3,4
I000834,Producto 4,8
I000834,Producto 5,16
I000835,Producto 1,14
I000835,Producto 2,6
I000835,Producto 3,6
I000835,Producto 4,13
I000835,Producto 5,12
I000836,Producto 1,21
I000836,Producto 2,6
I000836,Producto 3,6
I000836,Producto 4,10
I000836,Producto 5,9
I000837,Producto 1,17
I000837,Producto 2,3
I000837,Producto 3,9
I000837,Producto 4,14
I000837,Producto 5,12
I000838,Producto 1,19
I000838,Producto 2,3
I000838,Producto 3,8
I000838,Producto 4,8
I000838,Producto 5,14
I000839,Producto 1,14
I000839,Producto 2,4
I000839,Producto 3,11
I000839,Producto 4,11
I000839,Producto 5,12
I000840,Producto 1,20
I000840,Producto 2,6
I000840,Producto 3,7
I000840,Producto 4,20
I000840,Producto 5,13
I000841,Producto 1,13
I000841,Producto 2,10
I000841,Producto 3,6
I000841,Producto 4,14
I000841,Producto 5,20
I000842,Producto 1,11
I000842,Producto 2,2
I000842,Producto 3,7
I000842,Producto 4,13
I000842,Producto 5,10
I000843,Producto 1,16
I000843,Producto 2,5
I000843,Producto 3,7
I000843,Producto 4,17
I000843,Producto 5,9
I000844,Producto 1,18
I000844,Producto 2,5
I000844,Producto 3,3
I000844,Producto 4,12
I000844,Producto 5,8
I000845,Producto 1,8
I000845,Producto 2,5
I000845,Producto 3,10
I000845,Producto 4,15
I000845,Producto 5,6
I000846,Producto 1,9
I000846,Producto 2,5
I000846,Producto 3,8
I000846,Producto 4,11
I000846,Producto 5,7
I000847,Producto 1,15
I000847,Producto 2,9
I000847,Producto 3,13
I000847,Producto 4,10
I000847,Producto 5,16
I000848,Producto 1,15
I000848,Producto 2,10
I000848,Producto 3,9
I000848,Producto 4,13
I000848,Producto 5,15
I000849,Producto 1,8
I000849,Producto 2,3
I000849,Producto 3,11
I000849,Producto 4,15
I000849,Producto 5,12
I000850,Producto 1,15
I000850,Producto 2,5
I000850,Producto 3,7
I000850,Producto 4,20
I000850,Producto 5,12
I000851,Producto 1,17
I000851,Producto 2,6
I000851,Producto 3,7
I000851,Producto 4,14
I000851,Producto 5,14
I000852,Producto 1,11
I000852,Producto 2,1
I000852,Producto 3,3
I000852,Producto 4,15
I000852,Producto 5,5
I000853,Producto 1,14
I000853,Producto 2,6
I000853,Producto 3,7
I000853,Producto 4,15
I000853,Producto 5,9
I000854,Producto 1,17
I000854,Producto 2,6
I000854,Producto 3,5
I000854,Producto 4,15
I000854,Producto 5,10
I000855,Producto 1,14
I000855,Producto 2,2
I000855,Producto 3,11
I000855,Producto 4,11
I000855,Producto 5,11
I000856,Producto 1,22
I000856,Producto 2,5
I000856,Producto 3,9
I000856,Producto 4,11
I000856,Producto 5,12
I000857,Producto 1,13
I000857,Producto 2,2
I000857,Producto 3,13
I000857,Producto 4,16
I000857,Producto 5,7
I000858,Producto 1,19
I000858,Producto 2,9
I000858,Producto 3,12
I000858,Producto 4,19
I000858,Producto 5,16
I000859,Producto 1,16
I000859,Producto 2,4
I000859,Producto 3,9
I000859,Producto 4,16
I000859,Producto 5,15
I000860,Producto 1,21
I000860,Producto 2,5
I000860,Producto 3,13
I000860,Producto 4,18
I000860,Producto 5,13
I000861,Producto 1,19
I000861,Producto 2,8
I000861,Producto 3,7
I000861,Producto 4,13
I000861,Producto 5,14
I000862,Producto 1,9
I000862,Producto 2,5
I000862,Producto 3,8
I000862,Producto 4,9
I000862,Producto 5,19
I000863,Producto 1,18
I000863,Producto 2,3
I000863,Producto 3,13
I000863,Producto 4,12
I000863,Producto 5,13
I000864,Producto 1,12
I000864,Producto 2,5
I000864,Producto 3,7
I000864,Producto 4,13
I000864,Producto 5,13
I000865,Producto 1,18
I000865,Producto 2,10
I000865,Producto 3,11
I000865,Producto 4,14
I000865,Producto 5,9
I000866,Producto 1,21
I000866,Producto 2,8
I000866,Producto 3,6
I000866,Producto 4,11
I000866,Producto 5,14
I000867,Producto 1,11
I000867,Producto 2,4
I000867,Producto 3,11
I000867,Producto 4,18
I000867,Producto 5,10
I000868,Producto 1,21
I000868,Producto 2,5
I000868,Producto 3,4
I000868,Producto 4,12
I000868,Producto 5,10
I000869,Producto 1,16
I000869,Producto 2,4
I000869,Producto 3,8
I000869,Producto 4,6
I000869,Producto 5,6
I000870,Producto 1,13
I000870,Producto 2,3
I000870,Producto 3,11
I000870,Producto 4,11
I000870,Producto 5,11
I000871,Producto 1,13
I000871,Producto 2,9
I000871,Producto 3,6
I000871,Producto 4,13
I000871,Producto 5,15
I000872,Producto 1,22
I000872,Producto 2,4
I000872,Producto 3,8
I000872,Producto 4,15
I000872,Producto 5,12
I000873,Producto 1,15
I000873,Producto 2,5
I000873,Producto 3,2
I000873,Producto 4,6
I000873,Producto 5,11
I000874,Producto 1,17
I000874,Producto 2,3
I000874,Producto 3,10
I000874,Producto 4,20
I000874,Producto 5,14
I000875,Producto 1,9
I000875,Producto 2,9
I000875,Producto 3,9
I000875,Producto 4,16
I000875,Producto 5,13
I000876,Producto 1,16
I000876,Producto 2,8
I000876,Producto 3,9
I000876,Producto 4,16
I000876,Producto 5,6
I000877,Producto 1,13
I000877,Producto 2,6
I000877,Producto 3,5
I000877,Producto 4,18
I000877,Producto 5,10
I000878,Producto 1,12
I000878,Producto 2,8
I000878,Producto 3,6
I000878,Producto 4,12
I000878,Producto 5,12
I000879,Producto 1,12
I000879,Producto 2,3
I000879,Producto 3,14
I000879,Producto 4,11
I000879,Producto 5,10
I000880,Producto 1,10
I000880,Producto 2,7
I000880,Producto 3,3
I000880,Producto 4,20
I000880,Producto 5,5
I000881,Producto 1,19
I000881,Producto 2,6
I000881,Producto 3,6
I000881,Producto 4,15
I000881,Producto 5,11
I000882,Producto 1,9
I000882,Producto 2,5
I000882,Producto 3,7
I000882,Producto 4,15
I000882,Producto 5,14
I000883,Producto 1,18
I000883,Producto 2,4
I000883,Producto 3,6
I000883,Producto 4,11
I000883,Producto 5,15
I000884,Producto 1,14
I000884,Producto 2,5
I000884,Producto 3,13
I000884,Producto 4,13
I000884,Producto 5,11
I000885,Producto 1,9
I000885,Producto 2,5
I000885,Producto 3,10
I000885,Producto 4,17
I000885,Producto 5,17
I000886,Producto 1,18
I000886,Producto 2,5
I000886,Producto 3,5
I000886,Producto 4,10
I000886,Producto 5,9
I000887,Producto 1,19
I000887,Producto 2,3
I000887,Producto 3,8
I000887,Producto 4,16
I000887,Producto 5,8
I000888,Producto 1,17
I000888,Producto 2,7
I000888,Producto 3,8
I000888,Producto 4,12
I000888,Producto 5,13
I000889,Producto 1,20
I000889,Producto 2,4
I000889,Producto 3,4
I000889,Producto 4,14
I000889,Producto 5,19
I000890,Producto 1,14
I000890,Producto 2,6
I000890,Producto 3,8
I000890,Producto 4,14
I000890,Producto 5,5
I000891,Producto 1,22
I000891,Producto 2,5
I000891,Producto 3,8
I000891,Producto 4,19
I000891,Producto 5,12
I000892,Producto 1,17
I000892,Producto 2,6
I000892,Producto 3,6
I000892,Producto 4,16
I000892,Producto 5,10
I000893,Producto 1,14
I000893,Producto 2,4
I000893,Producto 3,7
I000893,Producto 4,15
I000893,Producto 5,15
I000894,Producto 1,10
I000894,Producto 2,6
I000894,Producto 3,11
I000894,Producto 4,16
I000894,Producto 5,17
I000895,Producto 1,15
I000895,Producto 2,6
I000895,Producto 3,15
I000895,Producto 4,22
I000895,Producto 5,12
I000896,Producto 1,11
I000896,Producto 2,5
I000896,Producto 3,7
I000896,Producto 4,16
I000896,Producto 5,17
I000897,Producto 1,15
I000897,Producto 2,5
I000897,Producto 3,7
I000897,Producto 4,12
I000897,Producto 5,12
I000898,Producto 1,15
I000898,Producto 2,7
I000898,Producto 3,10
I000898,Producto 4,18
I000898,Producto 5,13
I000899,Producto 1,11
I000899,Producto 2,7
I000899,Producto 3,5
I000899,Producto 4,9
I000899,Producto 5,17
I000900,Producto 1,17
I000900,Producto 2,5
I000900,Producto 3,6
I000900,Producto 4,14
I000900,Producto 5,7
I000901,Producto 1,14
I000901,Producto 2,2
I000901,Producto 3,6
I000901,Producto 4,21
I000901,Producto 5,11
I000902,Producto 1,17
I000902,Producto 2,3
I000902,Producto 3,6
I000902,Producto 4,10
I000902,Producto 5,21
I000903,Producto 1,24
I000903,Producto 2,7
I000903,Producto 3,10
I000903,Producto 4,8
I000903,Producto 5,13
I000904,Producto 1,14
I000904,Producto 2,4
I000904,Producto 3,4
I000904,Producto 4,16
I000904,Producto 5,11
I000905,Producto 1,10
I000905,Producto 2,2
I000905,Producto 3,7
I000905,Producto 4,11
I000905,Producto 5,8
I000906,Producto 1,13
I000906,Producto 2,3
I000906,Producto 3,7
I000906,Producto 4,21
I000906,Producto 5,7
I000907,Producto 1,18
I000907,Producto 2,8
I000907,Producto 3,13
I000907,Producto 4,10
I000907,Producto 5,10
I000908,Producto 1,19
I000908,Producto 2,4
I000908,Producto 3,10
I000908,Producto 4,17
I000908,Producto 5,11
I000909,Producto 1,19
I000909,Producto 2,2
I000909,Producto 3,7
I000909,Producto 4,8
I000909,Producto 5,12
I000910,Producto 1,13
I000910,Producto 2,4
I000910,Producto 3,9
I000910,Producto 4,13
I000910,Producto 5,10
I000911,Producto 1,15
I000911,Producto 2,3
I000911,Producto 3,12
I000911,Producto 4,18
I000911,Producto 5,13
I000912,Producto 1,20
I000912,Producto 2,1
I000912,Producto 3,4
I000912,Producto 4,8
I000912,Producto 5,7
I000913,Producto 1,12
I000913,Producto 2,11
I000913,Producto 3,2
I000913,Producto 4,12
I000913,Producto 5,16
I000914,Producto 1,15
I000914,Producto 2,3
I000914,Producto 3,4
I000914,Producto 4,12
I000914,Producto 5,9
I000915,Producto 1,13
I000915,Producto 2,3
I000915,Producto 3,8
I000915,Producto 4,13
I000915,Producto 5,9
I000916,Producto 1,15
I000916,Producto 2,3
I000916,Producto 3,6
I000916,Producto 4,8
I000916,Producto 5,8
I000917,Producto 1,13
I000917,Producto 2,6
I000917,Producto 3,14
I000917,Producto 4,18
I000917,Producto 5,10
I000918,Producto 1,12
I000918,Producto 2,3
I000918,Producto 3,8
I000918,Producto 4,8
I000918,Producto 5,11
I000919,Producto 1,23
I000919,Producto 2,5
I000919,Producto 3,8
I000919,Producto 4,11
I000919,Producto 5,11
I000920,Producto 1,20
I000920,Producto 2,3
I000920,Producto 3,6
I000920,Producto 4,15
I000920,Producto 5,15
I000921,Producto 1,14
I000921,Producto 2,2
I000921,Producto 3,6
I000921,Producto 4,17
I000921,Producto 5,12
I000922,Producto 1,9
I000922,Producto 2,9
I000922,Producto 3,3
I000922,Producto 4,14
I000922,Producto 5,12
I000923,Producto 1,8
I000923,Producto 2,9
I000923,Producto 3,8
I000923,Producto 4,13
I000923,Producto 5,11
I000924,Producto 1,17
I000924,Producto 2,9
I000924,Producto 3,14
I000924,Producto 4,14
I000924,Producto 5,11
I000925,Producto 1,21
I000925,Producto 2,8
I000925,Producto 3,8
I000925,Producto 4,11
I000925,Producto 5,11
I000926,Producto 1,15
I000926,Producto 2,4
I000926,Producto 3,7
I000926,Producto 4,15
I000926,Producto 5,12
I000927,Producto 1,17
I000927,Producto 2,6
I000927,Producto 3,5
I000927,Producto 4,12
I000927,Producto 5,8
I000928,Producto 1,14
I000928,Producto 2,4
I000928,Producto 3,6
I000928,Producto 4,4
I000928,Producto 5,12
I000929,Producto 1,12
I000929,Producto 2,5
I000929,Producto 3,6
I000929,Producto 4,15
I000929,Producto 5,15
I000930,Producto 1,16
I000930,Producto 2,3
I000930,Producto 3,8
I000930,Producto 4,11
I000930,Producto 5,15
I000931,Producto 1,12
I000931,Producto 2,4
I000931,Producto 3,7
I000931,Producto 4,7
I000931,Producto 5,5
I000932,Producto 1,16
I000932,Producto 2,2
I000932,Producto 3,8
I000932,Producto 4,21
